personality_type,social_energy,alone_time_preference,talkativeness,deep_reflection,group_comfort,party_liking,listening_skill,empathy,creativity,organization,leadership,risk_taking,public_speaking_comfort,curiosity,routine_preference,excitement_seeking,friendliness,emotional_stability,planning,spontaneity,adventurousness,reading_habit,sports_interest,online_social_usage,travel_desire,gadget_usage,work_style_collaborative,decision_speed,stress_handling
Ambivert,5.960541277,4.972810371,6.522794334,5.03501857,3.043076721,4.974551508,6.358816924,8.729006137,4.342006525,5.497494715,5.390693952,6.446906712,4.512999324,7.173155115,5.091032847,6.36001215,7.447524312,5.139933955,5.879939864,4.637030081,3.120789059,6.782519427,6.341038949,9.601494202,4.089984764,5.001804092,3.853565312,5.288014196,6.090530114
Introvert,2.434266326,8.266670201,0,9.441626803,3.492830097,1.71689136,4.969431499,6.331099226,4.451796005,3.216924525,0.616979697,1.926613295,3.934683446,6.020814431,5.289498992,5.539010889,5.251240095,6.636951411,5.427365088,3.653405193,4.554759127,6.810745943,4.267243741,4.398749787,5.12549258,5.55287276,5.606677106,4.033473788,4.56210158
Introvert,2.146245333,6.895039543,1.553061547,6.894348839,1.80953639,0,5.827631038,5.662316803,6.466337506,6.409799142,3.960871732,1.702279709,3.161906053,7.438595872,8.065512089,1.051098503,4.80415294,8.571527316,4.849864722,3.70205319,2.431142129,5.275569042,2.906955003,4.845114285,2.642608122,6.429632038,8.793935764,4.640171504,4.371300742
Ambivert,4.827569104,6.12287819,8.199933447,5.677583635,9.189121898,4.764156856,6.22657026,4.168775527,6.977733061,6.637778043,6.136828255,3.801322745,5.885934223,5.717733345,5.593501165,4.30855221,8.140880774,6.269811123,6.586024408,5.7657754,7.42407897,8.122962575,3.76995517,7.555177527,4.992513661,4.003661535,6.750714424,4.782891435,7.457555008
Introvert,1.974464272,7.705550386,3.024344624,6.456429622,1.794399267,4.186162989,8.43677769,10,7.153339102,8.681976227,2.77392434,2.792439592,5.113261143,4.848925806,5.465475419,5.087776523,6.537658075,5.895699211,6.643966878,3.532006351,2.529652935,7.794530463,3.036262792,5.149614508,6.921175532,4.360551266,5.079158768,6.56521576,7.227603017
Extrovert,8.298531669,1.80780764,8.09351303,4.080376588,7.860019675,7.179231333,3.595321561,4.658630136,6.592230404,3.429558361,6.945582156,5.075491165,7.190658873,7.335775613,0,7.754881703,7.269519008,5.446924063,2.81070522,6.845851123,8.053965149,2.591564141,7.078203708,6.680403574,5.556027681,9.317041377,7.448958447,8.458853404,7.204531823
Introvert,0.881125226,10,2.153355595,8.430323676,2.1527755,2.154824008,4.29481266,6.807705889,7.21044275,10,3.175360379,0,4.787589176,7.442759583,8.875945986,2.892660729,8.415600372,6.11279724,7.330696616,3.129190908,3.314982241,7.320175544,3.234989829,5.864096144,2.89789172,3.97432141,5.151045548,4.116989138,7.56970819
Ambivert,5.954524439,3.989061508,6.68301703,6.532381016,6.557003526,5.288401735,8.588348403,4.320884915,4.288866443,6.72768653,6.372540317,6.549334719,8.802027692,4.053902279,6.324666675,10,5.53184918,9.521729396,5.471706909,6.064721743,5.114802793,5.40293476,6.392847528,3.485280607,4.912358019,5.903677684,7.742202388,6.78319268,7.863478063
Ambivert,6.514823141,6.029925507,2.794389621,8.634309516,2.579146583,2.708522379,7.140041536,5.672614705,7.82885657,10,5.515210697,5.451739472,4.320163194,3.374471545,5.619920626,8.189612737,8.309827494,4.863376103,5.560599288,3.542932623,5.099600914,6.502820367,4.595077829,5.943605408,7.697908045,2.759327474,7.680855841,6.201560953,5.469637317
Introvert,2.128681293,8.085194808,2.36254178,7.978992488,6.124415235,0,8.101642209,4.233061563,6.19375804,4.358123311,7.071261794,4.120415197,5.190887401,7.509452199,5.096177009,3.045279573,7.641272222,6.784895929,9.58196247,2.918102249,4.613402027,7.306066917,2.943674523,7.928563122,5.582703829,3.929384261,7.473447715,2.454194229,4.58596035
Ambivert,8.383055409,3.961604085,2.378228449,6.439576103,9.659142333,2.865662086,7.370018999,4.401650771,6.236858239,6.24328153,6.341089163,5.409249337,5.419585339,5.339836897,5.491352985,4.401369106,6.524513588,6.699853956,5.809094153,4.804911256,5.934833823,3.44653952,4.437201492,5.793626081,6.550074691,5.907301035,6.114538132,5.932471033,6.884312181
Introvert,3.026431966,7.494003965,2.970282948,7.153726147,5.715922196,2.579556756,7.841210364,9.862269253,7.015332907,7.798661767,3.695426023,2.633809207,2.435941256,6.480728248,7.506767112,3.744427363,4.060301933,9.474779775,9.43442126,3.217938598,3.846845473,10,5.189604586,2.264618322,0.972420384,7.402277481,7.884745819,5.077413984,5.525714897
Extrovert,5.657985525,0.986172662,7.330916097,7.258559908,8.180044243,9.843012868,7.663034368,5.723108814,6.229404867,5.683496854,7.844971604,4.442264293,6.987337969,8.012643206,5.78323661,9.83463115,8.440676515,7.315480923,6.236816517,5.88726031,6.396753763,4.894763539,8.466689138,8.936193446,8.472580341,7.429627928,9.535160915,5.173449774,7.860446825
Ambivert,5.07813564,8.59973383,3.055187571,7.270963974,5.39882225,7.620664673,5.995874579,5.509772082,6.038885163,4.628674191,1.851053174,2.938469847,7.263566223,7.110001421,7.820775968,7.640149655,6.503628039,5.625158132,5.65050676,6.14613364,5.164084006,6.313094446,5.057116656,6.622415962,7.055429902,7.890686565,5.290191014,3.630046303,6.833252317
Ambivert,5.593984217,5.098063563,7.01581326,7.326138241,4.46928788,4.792137964,6.411022417,8.088435547,6.489909681,5.709416663,6.759525146,5.057666019,7.417463973,3.993574538,5.187630172,7.590301777,6.992953523,5.159162401,5.933072818,4.326766883,4.708912444,5.172027212,5.581975292,4.16503252,5.998170682,5.688151153,6.016128978,6.871647393,6.138772459
Ambivert,6.173451333,5.225780071,6.535120246,7.633757735,4.088295813,6.641421532,8.70678391,4.68561018,3.853536856,3.750021841,5.811694542,3.54541916,5.737435893,6.044334037,6.160008079,5.150971707,8.645966947,5.634441024,6.141590946,4.134460747,5.64649793,6.424952159,7.349818394,7.92226551,3.612174077,4.86801652,6.718815326,2.980322748,7.102060822
Introvert,2.613854214,10,4.544656235,9.12311049,3.049960518,1.400072982,5.566499971,8.655453756,4.431770999,5.295541738,3.666977608,2.014619103,2.12223636,5.395042628,5.385941429,2.206622365,7.980521075,6.378374504,8.158077519,3.751934366,1.183619132,7.49123423,2.13399406,4.800360309,0,5.045345677,5.813196148,4.442304706,4.826824043
Extrovert,6.482644586,1.764034718,5.740002678,5.705391198,8.816128714,6.186673513,6.762064337,6.952352275,5.770068591,4.265265821,6.860521396,6.200867439,9.506818339,8.850855914,3.700530674,7.46449702,10,4.579840398,2.437292529,8.120363421,4.456849877,5.517008277,6.676958847,8.907286856,5.627334692,8.090279246,7.547813448,6.017699503,5.075805809
Extrovert,6.357529073,4.941613534,6.494494741,3.718894864,7.202201901,6.701590184,8.516327388,7.464871929,5.430589529,5.333049413,8.868019844,5.858852657,8.678725191,3.996795745,3.944147326,7.810793228,6.984073724,4.749303502,4.035018244,6.418520092,7.982160829,5.73445786,7.411333397,7.266421298,7.702637636,8.332356436,7.995372207,7.187371463,7.232372008
Ambivert,4.519601072,6.388789718,7.303119489,9.397980777,5.701289889,4.350920072,6.717163719,6.718062038,6.8025226,6.470606116,5.594907613,3.65772672,3.436227629,6.738047286,3.596286337,8.983845578,6.482361184,2.606355147,6.644118307,4.2998345,3.310259918,7.895200594,2.92936049,5.823340887,4.08718553,5.776972859,5.914960845,5.176311426,6.74970628
Introvert,2.163336956,5.031522165,4.215763167,5.681068947,4.392460126,1.944311042,6.077394219,4.684375551,6.278005985,8.507890806,2.732886192,1.182890595,3.344202401,5.556218504,4.515244729,1.797709194,3.684281412,7.522373531,7.652427725,2.284554841,0.891844388,6.285183316,2.786179345,4.598735588,3.503462003,5.559135305,6.304785799,3.206739007,8.376636522
Ambivert,3.797538753,4.943363914,7.605315444,5.587829067,7.440858702,4.890575749,5.038285902,5.564801232,4.932288954,3.666856519,7.238363909,4.622768219,9.338561642,5.732349292,4.09086081,7.273898328,8.075984759,6.939463005,4.905251178,5.640803975,4.093663679,7.751784393,2.960682428,7.379462282,5.388904098,5.649984224,5.044681548,4.355547896,5.75658728
Extrovert,6.900780258,3.654908987,7.640080399,6.59712714,10,8.92166368,6.878784036,5.131683454,8.632867157,7.472859415,5.010160702,7.651576645,8.813136328,7.493213617,2.333362566,9.381076162,8.766239461,4.619734009,4.745929153,7.514017191,7.842076667,1.544384111,7.120583692,6.339158765,7.284484065,6.328290165,10,6.087958995,4.445912187
Introvert,3.989187787,8.053357742,2.83598349,7.743862094,1.562319551,1.707592544,6.924698356,8.454949964,8.309147931,7.973135458,5.696875948,1.70752978,2.723588432,4.559633608,6.749347274,2.752224453,5.830126713,7.810611767,7.524536504,3.491949863,1.246067962,8.270650262,3.21378637,2.799246815,3.553991932,8.306297582,3.646140661,4.551451084,5.267874214
Extrovert,10,3.057390096,8.924189163,4.994063632,10,9.405491916,7.728276808,5.737390558,3.898707617,5.014703227,8.894607186,7.433464558,8.522872508,7.11293556,6.506478336,10,9.42964916,7.114749548,8.794368313,5.642066144,9.188595026,5.130300457,9.132284631,9.18688619,6.989409193,7.034663343,8.144788874,1.864123184,7.559355113
Extrovert,9.133192571,2.089252887,5.973312439,3.292408861,10,7.028577211,5.11459978,6.316124011,7.822747327,5.215004036,8.46298103,8.692210584,6.033740225,9.239221108,6.866738558,7.786415927,8.647042103,7.563232569,3.386366576,5.770839331,6.690374111,3.145572193,8.747305366,8.308538568,5.350678298,7.333736536,8.416095631,7.931875461,6.130561626
Extrovert,9.958791629,1.93069126,8.293711758,4.669184024,9.174731182,7.388338684,5.644677476,6.097292666,6.291724581,3.893073336,5.783567777,6.30599667,7.596701577,5.082565744,4.962188759,7.397849248,8.056090354,5.728029732,5.611012988,6.373127722,6.1819726,4.978703808,6.65495339,10,7.790103141,5.821566388,9.464617331,7.36106729,6.284302007
Ambivert,6.961177702,5.037389914,9.302574598,5.459820105,5.5081602,7.467490255,5.285760271,7.343311541,7.735906429,7.088604896,7.915706474,2.101863214,7.767494034,6.565244557,4.547331931,6.858936833,7.573902364,7.648237178,4.925615062,5.171268676,4.414528659,3.671906765,4.798039434,9.390312319,8.036776158,6.406107873,6.829476068,6.759025889,5.589893424
Extrovert,9.249695493,5.941964081,7.463242566,5.7529775,7.349732742,4.910890822,7.01134573,4.895787513,5.028095178,3.0396493,10,9.446633373,10,7.305215165,2.91096693,8.410511689,9.701145134,3.260795924,8.364617253,5.703358798,7.564017107,4.656039223,7.482368867,10,8.162102227,6.070209666,8.427462816,5.801350186,5.514550539
Extrovert,7.493305605,1.638486644,5.594847601,4.43605586,9.582471809,10,6.047700664,4.897095591,6.904495298,5.784343239,8.293653545,4.926633305,8.768767946,5.455816347,3.207181637,6.498512949,6.685332662,6.276585745,2.517658912,6.962155269,6.587202706,3.251492318,6.984139803,8.609384782,6.823961555,8.426213281,8.885938307,8.881210255,7.193823543
Extrovert,8.211366318,2.27669148,8.616647442,1.374939369,7.461623752,8.75180202,7.528353788,4.019934469,5.592416458,6.620862272,7.820220961,7.700936269,6.015899109,7.384706447,3.270583736,8.441705879,9.668279896,4.120156191,4.45754436,7.366024454,7.278335342,7.16494822,10,6.463002972,6.383363135,8.388448098,7.415720422,5.925666133,5.919243266
Introvert,2.369070986,8.043269704,1.648260089,6.780111256,1.057876047,6.564262359,5.645706192,4.228062707,6.65536151,7.191522799,3.456960086,3.395210717,2.970351196,4.868464993,6.09626274,1.530215383,6.80624463,7.014302689,6.909750182,0.897473283,4.598537646,10,4.517524673,4.793300818,3.213407307,3.558917199,3.637598875,4.538936578,6.206285944
Introvert,2.671339256,5.80526951,2.839524562,6.537612971,3.777952361,4.047313401,6.542157497,6.98108707,6.143991412,7.055468002,3.001932743,2.962607007,1.114514826,4.924565441,5.579514423,3.05470908,5.372011568,6.857600989,9.906149804,5.579036563,5.095871904,6.381766249,4.748817385,4.565854937,3.516167676,5.673152878,7.226970929,4.298044069,6.469501472
Extrovert,8.102250651,3.647922335,9.631353053,6.109187326,7.083661058,7.677150621,5.847996634,4.414494344,5.422168994,1.525141213,9.218629544,6.564923249,8.095029792,9.954343096,4.701876153,10,10,6.784345036,5.442619859,4.300067072,6.798101032,2.636154917,9.503851251,8.44140811,8.823996621,9.941190683,8.759994651,7.306387692,3.909860001
Introvert,4.070349227,6.067993063,3.83716554,6.137841314,5.591517035,0.096213962,7.740601384,8.687682855,6.188592494,7.781001805,5.95159082,3.880479633,1.56041067,6.302178455,8.334190065,2.663604322,6.312789051,7.658789341,4.870627904,4.318843945,2.441393141,7.471758248,1.894579839,5.180125908,1.012989287,5.486277354,5.513558674,5.23584804,7.269864007
Introvert,3.634985072,6.369136683,2.267219856,7.597803426,1.935836373,4.329119049,9.464012624,5.921959155,6.811527881,4.162730539,3.738569958,2.519920782,2.05845152,4.58105346,5.805952144,2.243272323,5.653052389,7.739900675,5.856482542,4.552308557,3.89745388,6.363057702,5.161949767,4.161728736,6.331005358,2.703502893,2.985927795,3.866450175,5.1412366
Extrovert,7.757256105,1.297118723,9.257738341,7.167241732,10,5.523421742,5.304080595,6.061876161,8.126189246,6.237274177,8.988821557,6.831377302,8.910159977,7.778040417,3.405766556,7.337055282,6.737695977,6.206105532,5.747729631,7.792667923,7.683711912,6.175094936,6.857021992,9.65605939,6.976106405,4.728007934,10,4.84143027,4.560513042
Introvert,3.083308111,5.539128441,0.498104733,9.871429441,3.900032676,2.713778073,8.295246508,8.03876488,6.029514585,7.432940068,4.484357677,0.022600728,4.639189138,5.349219687,6.778221918,4.23683307,6.528291936,5.624741917,7.27566936,3.019695377,4.186819421,7.786685251,6.063274037,6.901791296,3.040218931,6.686715371,3.617573287,4.021800596,4.706848468
Introvert,3.650195511,9.902491929,3.295660622,6.718096501,1.433259674,0.586090439,7.620629924,8.823539999,3.704373244,7.785391894,3.786400908,3.632908062,1.629610256,8.34922604,7.497878418,4.272690783,7.214061734,5.293153662,6.949564428,3.270146614,2.020316792,7.625904419,4.86993919,3.734180882,1.105576302,5.880427149,3.274691169,3.643577617,7.666235082
Extrovert,9.001091657,3.782383146,7.424003819,2.673710594,8.052988611,9.447537964,6.524202478,7.996237319,4.596211645,5.726611727,4.259937597,7.511576397,8.591670623,9.15005653,8.30524674,7.149742841,9.452648427,7.328880917,3.83232932,6.099161764,7.919731978,0.045592121,7.603749102,7.285290284,5.540760058,6.97197972,5.937007926,8.147698213,9.051164866
Introvert,0.721507255,9.383580848,0,6.52916951,4.652553719,0,7.037788238,9.511824536,6.084485717,7.944436073,4.2343616,1.669418357,0,6.594941936,5.184574215,5.549721752,4.682773198,6.628417578,4.691732569,1.717177929,1.6864611,6.732029375,6.817214139,6.189209137,2.8373239,7.874754963,1.582517032,2.611886749,5.785024117
Ambivert,3.883916554,6.746894552,3.683931324,6.309538218,7.867712488,6.15988456,6.806866586,7.553930946,7.157948207,6.579852035,6.923746609,4.183439932,5.008036464,8.167607398,6.503026087,4.078915945,8.386454915,4.979464885,5.709421786,4.895523654,5.285045913,3.972858092,5.048581657,5.424804826,5.677697678,3.802511076,8.272563236,3.990532587,4.778938332
Ambivert,7.160965801,5.247834709,5.478078567,5.256407263,6.103227324,5.73935346,9.266058085,7.496327878,4.562412813,4.5216518,5.870004718,4.404224222,4.676945113,6.650782604,6.916681086,5.191987884,6.470771882,5.212350223,5.305321962,6.634757888,6.779630788,6.054983971,4.197956881,6.849731376,2.783973775,3.539609405,6.147907952,8.110663417,7.409110303
Ambivert,5.408695645,5.455718709,6.620061909,6.345441182,6.238171951,5.343998347,8.277666675,7.038247418,3.466203612,6.659956986,6.872106808,2.754074771,6.861628407,6.188228944,8.964639168,4.770821619,7.251762645,5.287128588,7.060200683,6.350375936,3.6051503,7.775051245,4.016049863,7.25506906,4.458573068,3.633542341,6.328208077,4.771638183,6.806553823
Introvert,2.36388511,9.520568861,3.032657106,8.463796205,4.117712965,2.578953859,9.603939517,7.101785682,4.500387721,7.885248079,4.485386984,2.698394731,3.981715558,5.821797003,6.888975686,4.031507429,4.659589179,6.067261032,4.870407754,4.024341122,4.735671007,6.994155204,3.250616096,5.304740984,3.508743881,3.725175158,5.235020889,3.270446332,5.558561673
Ambivert,5.104750791,7.957643664,5.05589735,6.070524589,4.191150071,5.320532465,5.316068425,9.170985299,8.247716577,7.355707962,6.331203531,4.40872668,5.251321827,6.316002276,6.216893357,8.438413551,9.128804549,5.815983986,5.621804492,5.491116536,4.288963981,7.459656292,8.409443799,5.134453452,5.644136905,6.532659145,6.209927293,6.241119533,5.762082261
Ambivert,5.104442042,3.612864039,6.714675967,6.221532355,6.044762359,3.866203325,8.306331589,6.785423307,3.815678075,5.354632931,5.439373598,4.384075402,4.659847861,7.796211892,4.621056831,5.530006539,5.86885073,4.546846463,9.215761962,4.865196084,7.699154907,5.738461817,6.544875686,4.713324186,3.788097139,6.07610152,6.72894118,4.651990344,3.79394388
Ambivert,6.336906672,9.279945327,5.911365299,6.129108107,5.957112971,3.163785723,9.413733773,3.581177524,4.994792658,6.339535209,6.20032432,3.918197065,5.635389351,7.935018306,4.707720376,6.444980471,9.870803566,6.031045582,6.406571867,4.804493865,3.476733551,5.321449991,4.203874945,1.954301314,6.816050561,7.957012187,4.301842949,7.630131699,6.668453841
Introvert,1.337975409,6.026523202,4.49591192,6.842205273,2.950179385,1.812622302,6.492630044,7.344204899,6.549892915,6.558352342,4.239092195,1.549611094,1.480163545,6.420753024,4.497019573,5.819830207,6.200564958,6.488841832,8.940217054,1.212182802,2.188176026,8.907560376,2.968146176,8.340661686,2.982503837,4.710710541,5.057859161,3.196197382,6.809835866
Extrovert,8.03716662,2.307067427,8.861645149,1.83091722,5.16025362,10,5.684123779,6.22931082,7.980494229,6.342056738,5.250430592,8.191180076,5.955016356,6.085698728,4.496782931,10,5.600533036,4.051216484,6.813840575,6.509139154,7.206258249,1.665471341,7.122695832,6.203818515,7.459566754,7.809174267,6.586688089,4.877610677,4.904437413
Ambivert,5.869176594,5.611102438,4.431961811,6.081365242,5.422636233,5.857980563,6.100545978,7.1195626,3.319448637,4.585824161,5.236096325,7.001937643,3.522809078,6.073882991,3.605653835,4.302740797,5.650013886,8.626888326,8.16497546,2.593141185,3.037804409,9.777873979,3.082672844,5.104111421,4.863236518,2.557452529,5.823550807,3.574127662,6.296971908
Extrovert,8.594401875,3.248857072,9.00636206,2.827577985,8.910163837,6.923989996,6.208202885,6.339759852,3.470015129,4.589802109,7.183167242,7.469919192,5.640038286,4.898193754,4.822065355,8.050708762,9.324416104,8.555480353,5.001767855,6.543194197,7.082551748,3.065498169,6.201454459,8.038439526,7.937203821,7.661112116,9.22670128,8.556883903,4.962833244
