personality_type,social_energy,alone_time_preference,talkativeness,deep_reflection,group_comfort,party_liking,listening_skill,empathy,creativity,leadership,risk_taking,public_speaking_comfort,curiosity,routine_preference,excitement_seeking,friendliness,emotional_stability,spontaneity,adventurousness,travel_desire,work_style_collaborative
Introvert,3.012411742,9.390968052,3.902433781,9.747593997,4.895883893,4.558714065,6.021705516,7.433523426,5.833216741,3.208044796,0,3.663241961,7.807147191,6.544790355,3.979991644,5.477147516,6.755524365,2.047553407,3.03770978,5.861033395,5.138191436
Extrovert,6.841647468,1.431699925,7.198324586,3.289892112,8.757121232,6.400438651,4.163371382,3.445496866,5.843522061,9.572403203,7.7485425,7.601888013,5.996930682,2.593298552,9.813965786,3.553829606,5.16659907,6.880161995,7.669594574,10,8.434860907
Introvert,0.918370378,7.644657721,1.961068482,8.111408338,4.847291175,1.960902912,7.74358986,7.831204353,6.476353986,5.897835983,5.505676908,2.829190226,6.295083947,8.682223169,3.65345013,6.070334079,6.081652003,3.254951083,3.676325021,5.779285634,5.452002837
Introvert,4.70804842,8.426627617,4.276603963,8.099426804,9.342680553,2.431057637,8.876499337,7.28673622,8.14357348,3.636251181,4.506495455,3.195497107,7.54526381,7.145456392,0.459768292,2.346550829,2.440138469,3.623500439,0.947160253,2.384225254,5.771734417
Ambivert,4.921898535,4.220483037,4.597452548,4.417072824,5.839864087,6.821200247,10,3.449806899,5.441790067,7.022806311,3.032752784,5.485369375,6.743921245,3.551316604,6.517727274,7.450033519,5.834687696,5.851728695,5.043448712,6.118006736,7.57132209
Introvert,3.250564656,4.994984033,5.160828423,9.925324218,0.637797158,3.09708143,8.161192404,6.344803526,8.390839401,4.18581775,2.308323152,1.761688717,6.092306309,4.731525871,1.572436945,5.842273033,5.183036243,2.905740801,3.495842225,3.004168366,4.494924764
Extrovert,8.427922927,1.270439834,5.970077236,3.355642684,6.385499037,9.401033925,3.57072052,3.622027114,6.647837774,8.109447571,8.025841526,8.288334136,3.805966988,5.022888682,7.860690898,9.350213315,6.067068194,6.799273065,6.058611525,7.130034495,10
Extrovert,8.483030719,2.902919119,6.64762755,3.629035803,9.684559247,8.775805477,7.239627732,7.196815833,6.134434616,7.610080921,6.526557721,7.886337875,6.454426542,3.560068834,6.555087733,10,7.083596817,8.74107883,7.842071946,8.520211091,6.644337093
Extrovert,6.239273004,2.626470385,10,4.327947253,8.593782741,8.428468716,6.482231352,3.970549281,5.74158242,9.608156315,8.492317347,7.517535063,6.180944699,3.891363523,6.559436902,4.897482644,8.424534511,9.08029678,6.100758086,6.092595604,8.581887307
Ambivert,2.986239753,5.472600926,5.069721287,4.626511553,5.568682824,2.624666289,7.78962422,3.977375975,6.992114972,7.759217661,7.278670908,4.754593999,8.080836443,5.906914603,4.964378499,9.21912695,6.517724735,1.806896662,7.024868721,6.834163315,7.111117582
Introvert,2.116961213,7.011084734,2.816102501,8.317006698,4.633320504,1.368869354,8.574915584,5.407679511,6.658267401,5.239988114,6.457205529,4.017147077,7.023705473,8.331366178,3.294848786,7.38468533,6.10763599,1.496809282,2.584012033,3.213507135,4.69465311
Extrovert,8.593567299,1.031604251,8.968147733,3.245698728,9.398835433,9.336006245,5.005754006,5.660724321,4.213954131,8.02858279,5.734585183,6.423363436,2.173374854,5.884901198,7.652184033,5.054759232,6.476817679,5.73641363,8.578264658,7.377920815,8.731717761
Ambivert,4.408075199,5.705512387,7.238158389,5.285172248,6.823641945,5.050494357,7.84273133,6.197792352,4.239801294,7.010503871,2.976861578,5.211796718,3.261939208,1.195937049,5.446202792,7.729824784,7.199088018,1.561547397,2.834447395,5.016074182,7.399443096
Extrovert,7.467617969,2.750215508,8.914667773,3.756788304,10,5.780509378,6.916971381,4.642968894,8.012242931,9.772173595,8.620021683,7.306931621,7.145504233,3.416901231,7.612964485,7.304232654,8.424659811,6.916826222,5.36526121,8.905213104,7.132542642
Ambivert,8.690946121,6.456752324,5.930895484,4.897571583,8.830528805,4.263499005,5.406113022,6.368239455,8.428536778,7.657310175,3.264151617,8.354354916,6.118233322,4.777897251,3.339474759,7.367624357,5.319687074,7.461897588,3.549889591,4.24468155,3.024113987
Introvert,0.231864173,6.878472826,4.201007015,5.652938241,5.387763172,5.030612783,8.318191757,5.78531824,1.818108882,4.50683044,3.669408446,4.274914394,5.296738254,7.356035802,3.024632257,5.61125124,4.192008447,2.613018109,2.828203623,4.302111208,4.516917027
Extrovert,6.867449006,0,8.613718051,4.260706495,7.912566938,5.801165145,5.948603559,6.173132371,5.292472831,6.386862938,7.847710929,9.986638727,7.88464269,4.848864284,8.821831988,6.111093487,5.1377238,4.874835895,6.856396178,9.783614052,8.825725118
Introvert,5.844906103,4.093310032,4.627672635,4.56566705,6.026458264,0,8.907098283,7.928228373,7.513159648,3.566576687,0.552151298,2.149962377,8.944561518,5.450924555,2.620492464,7.010764814,6.189984455,4.391054994,2.06831068,4.362854283,5.5625704
Ambivert,5.433101992,4.897796178,9.78535493,2.619773651,4.897884646,6.708236613,10,6.491012366,4.225196645,8.371202205,6.50390614,3.734965913,7.204668517,7.931096749,5.128959557,7.676500649,6.985905406,6.871576745,5.227393898,9.364904396,7.876553958
Ambivert,4.441022252,5.691863743,6.25800323,6.067090612,4.250272197,4.817789489,6.769609653,6.059948402,6.465968945,4.25355952,5.924066332,5.866164231,7.24075195,4.339689296,8.383681394,10,5.546462253,4.958534434,6.600740189,5.574438468,6.907194597
Introvert,4.753153376,7.651531217,1.710233895,7.72719463,2.238728457,2.867163492,10,6.874334236,6.828960935,6.081460974,0.51458264,4.797417535,6.843404574,8.842727823,3.720008681,7.129337254,6.404197398,5.378251325,1.377270515,4.362311062,6.424711834
Extrovert,8.082845655,2.152274322,9.558119358,4.388984783,7.62353337,9.333645455,4.179661138,4.521405244,6.574045079,7.813546327,5.467628506,10,6.223158121,3.427494981,8.144123267,9.910253672,6.143252076,8.434220699,8.123021809,3.376377597,10
Introvert,2.477537407,5.61292638,2.780639285,8.996553746,2.389557508,0.054107579,8.518958489,8.148633317,5.735785855,3.486292632,5.769265542,0.846363409,6.91210575,7.107783403,3.61887314,3.722288763,4.26822965,4.298066225,3.010411149,5.808787688,4.799108956
Extrovert,8.288553391,0.165956693,8.505717151,1.03410247,8.499811341,9.349166868,6.207689164,5.792935941,5.412842224,4.414706665,7.086713015,6.896572335,2.50942899,7.501295303,6.68323375,7.733199405,7.048753253,6.684234386,7.892329532,5.570141697,7.397633573
Extrovert,7.012836786,3.550912171,8.549999858,3.077950609,8.960042895,4.862381102,6.124663117,7.946404899,5.32963769,8.480861055,9.082588077,7.804859466,6.428093551,7.265660939,6.917823677,8.114301632,7.518951272,5.685858105,9.051610976,4.814270064,7.6888163
Ambivert,3.973763406,5.158598155,4.62756138,5.328493056,8.755850144,5.510612985,5.130503982,9.266104824,7.830398538,7.089973452,4.852836818,8.694845876,5.811663309,9.265819165,5.413662237,3.910925997,5.592014693,4.530577093,4.966528864,7.78538885,6.36694107
Extrovert,7.829604609,2.454722528,7.443790057,4.46841753,7.481709195,9.213390955,8.372722512,3.648821205,6.657453373,6.786817754,7.769276849,10,7.469993741,0.784448723,8.175753417,6.885049204,4.926266698,4.562102354,8.882205055,8.077789035,8.198177447
Extrovert,6.48350456,0.687373568,4.53746561,4.342361796,9.708052539,8.226416487,6.995081044,6.810969466,4.764776093,5.930149157,5.685758219,4.148085009,5.568208965,4.733114661,8.598532471,6.772848979,7.421504053,5.947214213,8.589604849,4.257943978,7.923740921
Introvert,3.016039968,6.5506151,2.847854722,7.392442714,4.398969475,0.058800964,8.015395122,6.391482093,5.510581336,5.144962448,1.780050987,3.232566776,5.609637413,7.569290392,1.929547325,8.237903724,7.072804352,2.172498193,4.081750957,3.871338533,4.175799376
Introvert,3.531609851,8.067656524,3.841200632,8.066233642,5.058617666,1.995679961,7.038911011,7.208366131,6.002515717,5.225209486,1.225831311,3.532465429,5.467307186,8.238395203,1.981693751,6.755554615,5.567891473,1.886325243,2.490268096,2.733342231,6.155046434
Introvert,4.279590684,8.42692393,3.021951693,7.587707181,6.795233463,4.440927836,8.596887455,6.774542494,5.945263942,5.468106484,3.708813196,5.8798049,4.22599395,7.344470266,4.177252385,3.756956358,4.986266582,2.369492947,3.26884261,2.524438098,4.013530869
Introvert,4.691887478,7.753639802,2.309964121,6.630952432,5.234343354,2.825907602,9.406387023,5.043335323,5.649940697,3.889431366,3.751796977,4.141800681,3.957658756,3.727424721,5.340335907,6.233803169,7.120210751,5.056768623,4.219307559,4.891667917,4.746365187
Ambivert,4.891395248,7.568874139,6.06565899,6.080894173,4.867419596,4.107619754,6.593216334,7.321084113,5.893329814,7.267854049,5.219618453,3.797496467,7.402885626,7.170511844,6.452366484,5.434437954,6.264068397,7.732679774,4.9381888,4.234489376,5.792431027
Extrovert,8.749121912,2.136759156,6.586235275,0.783676448,6.331272058,7.96899963,6.028106307,4.89388753,6.276679441,8.472979175,8.325651086,9.035561026,7.925158985,3.046908554,8.630740723,9.925266785,5.053392568,6.124802169,7.588815431,7.430771644,8.195114655
Extrovert,8.738785169,4.930307882,6.413055529,4.367942098,5.81636431,9.446761297,6.383150864,8.088051541,7.348894,8.035639285,8.737984241,9.714386232,8.682792506,3.503621572,9.516099508,3.873849188,6.468915636,7.509059529,7.412515205,7.200255146,8.039910104
Introvert,3.491728074,8.325300142,3.788755626,10,1.358883156,4.355973306,6.477174242,6.489538292,4.103925893,6.43992689,4.463283151,3.11282716,8.660665022,6.950651687,1.156258487,6.139557543,6.683090034,2.008007144,0.810788382,2.861894291,4.56544703
Ambivert,4.780810884,5.662200163,6.371342984,5.479608828,5.349365213,2.355111573,4.597899284,6.682429808,6.268979478,4.850537486,4.409459809,5.806801283,7.418688391,7.257082842,4.974147839,4.901714545,4.159499289,4.389249831,5.541533898,5.956900398,7.750128134
Ambivert,3.957898281,6.898784075,6.266578413,9.093007218,6.317564473,6.71679269,5.839600343,7.200976854,6.162502526,5.593247364,6.636040226,4.924637858,6.72001928,8.400057034,4.551818345,5.984618228,8.369757493,6.87420161,8.527774474,7.3403182,7.734872745
Introvert,3.753002834,7.063808979,2.549207016,8.90456966,4.041848297,3.509579936,6.471790881,7.613769418,7.909368359,4.291150531,4.151391834,4.707975129,6.524238633,6.552609809,3.836776656,5.423951655,3.572211453,3.793611209,3.848715871,4.953959718,5.308484093
Ambivert,2.939706157,5.006194811,7.14038967,8.187603234,5.076422895,3.601878083,7.186605368,7.285092239,6.883368854,4.881148812,3.652276519,2.731169648,5.968753277,5.922601181,7.528633533,6.212287201,5.329312189,4.763494063,5.462024282,4.511337952,9.554988918
Extrovert,7.598240851,1.164687651,6.314369706,4.578697022,5.202555043,8.753433859,7.512122559,6.879562449,7.494790849,9.071697553,5.321056027,8.13424044,7.145399966,3.73343956,8.854507213,6.636550614,5.97694271,10,4.388677748,9.183504883,7.029760934
Introvert,0,9.402818782,2.554492419,8.827358592,5.952055713,1.620988392,8.081745659,6.613976109,6.950245642,5.420456832,4.134483241,4.960854388,6.420650562,7.957624467,3.872363995,6.73182406,5.331762678,6.033282521,1.887112577,7.207183992,6.398675131
Extrovert,5.995396365,3.503258162,9.121714263,4.214850505,6.950855779,6.673604336,4.857728945,5.303198377,5.389245077,8.581885738,6.921249384,9.394721611,6.606650966,2.446739839,6.59219064,7.651146766,3.34597242,5.585387779,7.405389302,8.344278928,10
Extrovert,6.684299092,4.646690028,9.289387928,1.648307127,8.781239805,7.798986696,4.84574355,6.924179432,5.728814457,8.02061959,9.363764856,6.716561951,6.742302591,6.258665092,10,8.43222434,6.961822259,5.90585415,7.935272713,8.768546861,9.236025518
Introvert,4.645086311,8.307295105,1.841424214,5.05199514,2.460550223,0,7.407461692,7.026674928,6.835826304,5.531563061,2.928116393,1.847462132,5.340383826,8.515831039,3.129631295,4.478548648,4.08753514,4.435187292,3.822688827,5.37583847,4.975302624
Ambivert,6.532162037,7.154563323,8.713894221,5.63804623,3.569681829,5.119808959,9.090177371,5.292937789,8.398366576,6.976239328,4.425342247,6.099321956,2.992895316,7.96474014,6.893514205,6.881229257,6.937641997,1.623997176,4.872275362,2.808056943,7.593633986
Ambivert,4.669097974,4.379066314,5.304232091,5.095944646,5.300653733,4.312107301,5.366541604,6.444779996,6.856013502,7.53994684,7.199898625,8.310744488,4.785408122,5.57687172,6.17760335,8.519356031,7.912698108,4.000298391,4.472115161,5.3960671,6.656113451
Extrovert,9.094054693,4.480859485,8.1317304,3.144100064,8.8419105,7.596888378,5.999066178,3.846103224,6.622357788,7.558096436,5.030168334,6.356434481,5.315061532,3.912570973,10,7.212943213,5.702510928,5.553828754,6.267150114,7.308774581,7.417770231
Extrovert,9.331434445,2.403277609,9.467181595,2.103690761,5.460146096,7.535698553,5.310794485,5.637350869,7.987086628,10,8.362574084,10,7.070305471,2.304934905,6.916082908,10,7.137326402,6.966053968,6.668582171,4.94632721,4.34774603
Extrovert,7.759002727,3.003797905,10,5.662839991,7.525368903,7.732100662,6.456420482,5.606596241,6.632957713,10,7.265436584,8.550256873,4.188774746,3.813446028,7.474361421,6.472425977,4.755917278,9.031158571,9.318130084,5.410466273,5.711967898
Extrovert,5.923432784,4.09253327,8.0923023,2.453222696,7.816391809,6.895341136,5.345837131,5.854213294,2.923930032,8.125821277,4.891906121,7.433022693,5.83402024,7.621760846,8.370007206,8.540665627,5.506128425,7.171618607,5.377082394,5.666285012,8.58344925
Extrovert,7.688131535,6.491761864,9.759898603,2.356206433,7.367237409,4.199345447,5.996423761,5.940196765,3.775580633,6.663998424,6.181802146,9.056254359,6.664057537,1.769966526,6.241944863,7.956140484,4.526776541,9.271991117,9.120889925,7.496703187,6.770595328
Introvert,2.853161392,9.230079311,2.315755534,8.057554545,2.125990047,4.936361465,5.667839706,7.963634358,4.488472823,2.74607781,1.75591208,2.062856117,5.195576413,5.57827398,3.586960756,6.146737406,7.184518343,5.751450429,2.43183596,5.929852482,4.805554419
Extrovert,6.151318414,4.371519202,10,5.625149977,7.776197892,10,3.952198256,7.864045204,5.402933773,8.200722684,7.650477616,9.558264375,3.753842016,4.787237159,9.65541557,7.90693361,5.431129802,6.292463553,9.600172402,7.675203682,7.213503714
Ambivert,6.050570189,4.681933068,5.557897382,7.272480429,4.946458905,6.095878227,6.630307971,5.660682148,7.797764858,4.732570412,5.304129882,8.469687109,4.820596942,4.94577067,2.988007654,5.11726033,7.291526424,6.956861474,5.593718012,3.933047698,7.263468004
Extrovert,8.419717781,3.235496986,8.471647645,3.02559242,5.815355082,7.413318599,5.350735018,5.016538162,9.189571051,6.589779188,3.534610694,7.734248135,6.698130154,6.050432972,7.91900051,8.106561024,8.307795263,9.515281227,5.655951282,6.763792262,5.682235376
Introvert,3.66756405,7.856199099,2.47983824,7.681431099,5.762208058,3.178425207,7.817472646,7.053289362,6.514497422,2.888902601,3.828343461,1.639675651,6.333096839,7.172633925,0.853729067,3.903371935,3.864730273,6.276240517,2.58273316,4.119978392,6.312489207
Ambivert,5.918384646,7.611499202,5.823981255,8.460455608,7.471765045,2.379543858,6.942133342,4.943317638,6.327328881,9.202818039,5.819225822,6.505714113,4.967494718,8.010286658,7.026434715,4.020036421,4.968683659,5.703390553,5.752211359,6.052135198,9.761105944
Introvert,4.094764553,7.781098707,1.904475473,9.659101913,3.043282973,3.387246597,8.910295912,9.609936685,5.008146139,4.125614916,2.179399945,6.091004186,5.515730106,9.512574391,3.552077455,4.882319351,7.403923919,1.709374271,4.209395232,1.738028535,6.477647495
Introvert,2.731007958,9.992812779,2.906323864,9.315002682,3.108903058,1.211807367,7.045610275,6.967101622,6.428582358,4.187157652,2.543230388,1.710382217,5.123295759,6.059270415,3.044141185,4.928470284,7.144458577,6.560328803,3.590805333,4.076264255,6.568212545
Introvert,3.302677661,6.04752994,3.025688715,8.577886872,3.852011059,0.008000917,6.71813158,5.607655296,8.156004916,4.939359855,4.338868681,0.783120686,6.402419597,8.732284184,3.422966847,7.395137979,5.188243363,4.379134468,4.608421089,4.595597641,5.350001811
Extrovert,7.403389574,5.098165988,6.416111495,4.150251673,9.277544847,9.741171367,8.281167958,4.900055358,4.919176076,6.070597287,6.609603938,9.85249608,6.006408199,3.985159992,7.002242806,7.078116615,7.76872206,4.87121096,7.206378465,5.914796861,7.469489684
Ambivert,4.623251177,4.20789873,4.64323263,9.012859082,7.971820729,5.760484169,8.300696815,5.276951452,5.570949679,4.861789772,3.285896434,6.299094081,6.588257935,5.359925199,4.228114925,6.862835367,5.754480908,4.58450912,6.111993452,3.925678779,7.590561268
Extrovert,10,4.280826236,4.850425436,5.692861296,5.795596578,7.27263805,6.525302174,7.260172438,2.178355197,8.052129605,7.237555688,10,2.899033415,2.380976118,10,8.868540536,7.108964374,7.608852118,9.612391569,3.392568281,9.845892031
Introvert,0,6.703504306,1.138997615,8.183152288,5.426307958,1.926433903,8.056801587,7.242447653,7.357965761,4.673720859,3.575105194,2.641346772,4.937410296,7.988132812,1.315934053,8.137163563,5.340980388,4.094781406,1.782028837,2.584906715,6.359480074
Ambivert,6.815139984,6.427520886,5.478910565,7.084848366,6.176823689,3.60623472,9.48528094,9.425033476,5.078809402,4.52457692,4.438153048,7.321343403,7.892364642,5.972054979,4.255068329,6.511485163,3.366057464,4.903286866,3.766614885,5.584648514,7.138291315
Ambivert,4.569188687,4.056119259,6.939233378,5.626112407,5.742895859,5.781193163,6.901522394,1.344469729,4.354133303,6.927218071,4.027252758,5.250297462,6.43820934,5.276613714,5.308084097,5.793649935,4.345890817,4.034825229,6.25541448,6.670286809,6.326678382
Ambivert,4.374942734,7.054721412,4.964500191,3.593429187,4.190375337,5.712819921,7.946526142,8.231029774,3.656397351,5.846583174,6.579245206,6.339194853,6.388757455,6.227610843,5.461464979,8.724479732,5.209724788,3.331131538,4.709041001,7.884647674,3.515233796
Introvert,3.392366226,9.267868199,2.954150936,6.466405313,3.76192568,2.556578039,9.35244379,3.332392146,5.328857499,4.99517497,1.723040024,2.822903743,6.675541381,8.098032437,2.57726395,4.534261202,4.231268555,3.530025124,3.697172169,3.830425165,6.7266138
